2hfn_1	2hfn_1
2hfn_1	1x0p_1
2hfn_1	5mbk_1
2hfn_1	5mbh_1
2hfn_1	5m27_1
2hfn_1	5mbj_1
2hfn_1	2hfn_1
2hfn_1	1x0p_1
2hfn_1	5mbk_1
2hfn_1	5mbh_1
2hfn_1	5m27_1
2hfn_1	5mbj_1
2hfn_1	2hfn_1
2hfn_1	1x0p_1
2hfn_1	5mbk_1
2hfn_1	5mbh_1
2hfn_1	5m27_1
2hfn_1	5mbj_1
4qpo_1	4qpo_1
4qpo_1	4qpo_1
4qpo_1	4qpo_1
1gph_1	1gph_1
1gph_1	1ecc_1
1gph_1	1ao0_1
1gph_1	1gph_1
1gph_1	1ecc_1
1gph_1	1ao0_1
1gph_1	1gph_1
1gph_1	1ecc_1
1gph_1	1ao0_1
5j81_1	5j81_1
5j81_1	5ljx_1
5j81_1	5j81_1
5j81_1	5ljx_1
5j81_1	5j81_1
5j81_1	5ljx_1
5fjd_1	5fjd_1
5fjd_1	5fjd_1
5fjd_1	5fjd_1
5afm_1	5afm_1
5afm_1	5kzu_1
5afm_1	5afh_1
5afm_1	4wv9_1
5afm_1	2wn9_1
5afm_1	5fjv_1
5afm_1	2xnu_1
5afm_1	2xz5_1
5afm_1	2w8g_1
5afm_1	5ain_1
5afm_1	2byn_1
5afm_1	5bw2_1
5afm_1	4zjs_1
5afm_1	4zk4_1
5afm_1	2byp_1
5afm_1	5ke4_1
5afm_1	5syo_1
5afm_1	4uxu_1
5afm_1	5kzu_1
5afm_1	5afh_1
5afm_1	5afm_1
5afm_1	4wv9_1
5afm_1	2wn9_1
5afm_1	5fjv_1
5afm_1	2xnu_1
5afm_1	2xz5_1
5afm_1	2w8g_1
5afm_1	5ain_1
5afm_1	2byn_1
5afm_1	5bw2_1
5afm_1	4zjs_1
5afm_1	4zk4_1
5afm_1	2byp_1
5afm_1	5ke4_1
5afm_1	5syo_1
5afm_1	4uxu_1
5afm_1	5kzu_1
5afm_1	5afh_1
5afm_1	5afm_1
5afm_1	4wv9_1
5afm_1	2wn9_1
5afm_1	5fjv_1
5afm_1	2xnu_1
5afm_1	2xz5_1
5afm_1	2w8g_1
5afm_1	5ain_1
5afm_1	2byn_1
5afm_1	5bw2_1
5afm_1	4zjs_1
5afm_1	4zk4_1
5afm_1	2byp_1
5afm_1	5ke4_1
5afm_1	5syo_1
5afm_1	4uxu_1
2par_2	2par_2
2par_2	2paq_2
2par_2	4l7w_1
2par_2	4l7e_1
2par_2	4dmb_1
2par_2	2par_2
2par_2	2paq_2
2par_2	4l7w_1
2par_2	4l7e_1
2par_2	4dmb_1
2par_2	2par_2
2par_2	2paq_2
2par_2	4l7w_1
2par_2	4l7e_1
2par_2	4dmb_1
2fa8_1	2fa8_1
2fa8_1	2p0g_1
2fa8_1	2ojl_1
2fa8_1	2oka_1
2fa8_1	2fa8_1
2fa8_1	2p0g_1
2fa8_1	2ojl_1
2fa8_1	2oka_1
2fa8_1	2fa8_1
2fa8_1	2p0g_1
2fa8_1	2ojl_1
2fa8_1	2oka_1
3do6_1	3do6_1
3do6_1	4iol_1
3do6_1	1fp7_1
3do6_1	1eg7_1
3do6_1	3do6_1
3do6_1	4iol_1
3do6_1	1fp7_1
3do6_1	1eg7_1
3do6_1	3do6_1
3do6_1	4iol_1
3do6_1	1fp7_1
3do6_1	1eg7_1
2pim_2	2pim_2
2pim_2	2pim_2
2pim_2	2pim_2
4p81_1	4p81_1
4p81_1	4p86_1
4p81_1	4p83_1
4p81_1	1non_1
4p81_1	4p80_1
4p81_1	1w30_1
4p81_1	4p86_1
4p81_1	4p83_1
4p81_1	4p81_1
4p81_1	1non_1
4p81_1	4p80_1
4p81_1	1w30_1
4p81_1	4p86_1
4p81_1	4p83_1
4p81_1	4p81_1
4p81_1	1non_1
4p81_1	4p80_1
4p81_1	1w30_1
4avv_1	4avv_1
4avv_1	1b09_1
4avv_1	4avv_1
4avv_1	1b09_1
4avv_1	4avv_1
4avv_1	1b09_1
4moa_3	4moa_3
4moa_3	1w99_1
4moa_3	4moa_3
4moa_3	1w99_1
4moa_3	4moa_3
4moa_3	1w99_1
3ra0_1	3ra0_1
3ra0_1	3n1h_1
3ra0_1	4koq_1
3ra0_1	1l3a_1
3ra0_1	4kop_1
3ra0_1	3ra0_1
3ra0_1	3n1h_1
3ra0_1	4koq_1
3ra0_1	1l3a_1
3ra0_1	4kop_1
3ra0_1	3ra0_1
3ra0_1	3n1h_1
3ra0_1	4koq_1
3ra0_1	1l3a_1
3ra0_1	4kop_1
2f98_1	2f98_1
2f98_1	1sjw_1
2f98_1	2f98_1
2f98_1	1sjw_1
2f98_1	2f98_1
2f98_1	1sjw_1
5hsa_1	5hsa_1
5hsa_1	5hsa_1
5hsa_1	5hsa_1
1orr_1	1orr_1
1orr_1	1orr_1
1orr_1	1orr_1
4xds_1	4xds_1
4xds_1	4xds_1
4xds_1	4xds_1
4zfk_1	4zfk_1
4zfk_1	4zfk_1
4zfk_1	4zfk_1
5ie9_1	5ie9_1
5ie9_1	5ie9_1
5ie9_1	5ie9_1
5ea3_1	5ea3_1
5ea3_1	3rki_1
5ea3_1	5k6f_1
5ea3_1	5ea8_1
5ea3_1	5ude_1
5ea3_1	5k6i_1
5ea3_1	5k6c_1
5ea3_1	5k6h_1
5ea3_1	5k6b_1
5ea3_1	5k6g_1
5ea3_1	5ea3_1
5ea3_1	3rki_1
5ea3_1	5k6f_1
5ea3_1	5ea8_1
5ea3_1	5ude_1
5ea3_1	5k6i_1
5ea3_1	5k6c_1
5ea3_1	5k6h_1
5ea3_1	5k6b_1
5ea3_1	5k6g_1
5ea3_1	5ea3_1
5ea3_1	3rki_1
5ea3_1	5k6f_1
5ea3_1	5ea8_1
5ea3_1	5ude_1
5ea3_1	5k6i_1
5ea3_1	5k6c_1
5ea3_1	5k6h_1
5ea3_1	5k6b_1
5ea3_1	5k6g_1
1ecw_1	1ecw_1
1ecw_1	1ecw_1
1ecw_1	1ecw_1
1i4y_1	1i4y_1
1i4y_1	1i4z_1
1i4y_1	1a7d_1
1i4y_1	1a7e_1
